id,user1,bot1,user2,bot2
886,My thoughts don’t feel private.,"That sounds frightening. I’m here with you. These experiences can feel very real, especially during stress. Can we explore what was happening before this started?",I feel tense all day.,Thank you for explaining. Let’s focus on one small step you can take to feel calmer right now.
887,I can’t trust my own thoughts.,It makes sense that this feels overwhelming. Sometimes the mind reacts this way when sleep or stress becomes difficult. Let’s look at what might be triggering this.,I don’t know how to explain it.,You’re not in danger at this moment. Let’s check the evidence together and see what supports your safety.
888,I feel like someone is watching me.,I hear how intense this feels. These sensations can come from heightened stress. Let’s try to understand the situation better.,It becomes stronger when I'm anxious.,Heightened anxiety can intensify these sensations. A grounding exercise might help bring clarity.
889,Voices keep whispering my name.,I hear how intense this feels. These sensations can come from heightened stress. Let’s try to understand the situation better.,I haven't slept properly for days.,Lack of sleep can make these experiences stronger. Working on rest and grounding might help reduce this feeling.
890,I’m losing control of my mind.,That sounds very distressing. Let’s take it step by step. What made you feel this way today?,I haven't slept properly for days.,Lack of sleep can make these experiences stronger. Working on rest and grounding might help reduce this feeling.
891,I think the TV is sending me messages.,"Thank you for sharing this. It’s a common experience in psychosis to feel watched or unsafe. You’re not alone, and we can unpack this together.",I don’t know how to explain it.,Stress can amplify these perceptions. Let’s identify a coping strategy you can use right now.
892,I’m scared someone is following me.,That sounds very distressing. Let’s take it step by step. What made you feel this way today?,I feel tense all day.,Stress can amplify these perceptions. Let’s identify a coping strategy you can use right now.
893,I’m losing control of my mind.,"Thank you for sharing this. It’s a common experience in psychosis to feel watched or unsafe. You’re not alone, and we can unpack this together.",My routine has been disturbed.,Lack of sleep can make these experiences stronger. Working on rest and grounding might help reduce this feeling.
894,I feel like my family is hiding something.,"Thank you for sharing this. It’s a common experience in psychosis to feel watched or unsafe. You’re not alone, and we can unpack this together.",I don’t know how to explain it.,Stress can amplify these perceptions. Let’s identify a coping strategy you can use right now.
895,I can’t focus; everything feels jumbled.,"That sounds frightening. I’m here with you. These experiences can feel very real, especially during stress. Can we explore what was happening before this started?",I feel tense all day.,Lack of sleep can make these experiences stronger. Working on rest and grounding might help reduce this feeling.
